1	0.11476
312	0.10767
405	0.10539
292	0.10415
28	0.10342
300	0.10314
228	0.10254
119	0.099678
105	0.098824
98	0.097872
9	0.097506
5	0.097127
125	0.09705
308	0.097006
217	0.095669
378	0.094268
315	0.093948
398	0.092559
134	0.092286
319	0.091943
12	0.091737
113	0.090192
31	0.089927
211	0.089786
384	0.08963
33	0.08898
318	0.088923
4	0.08887
249	0.08868
301	0.088616
124	0.088408
200	0.087422
7	0.087392
297	0.087241
101	0.086714
30	0.086638
293	0.086617
27	0.086472
99	0.086384
115	0.086199
13	0.085873
26	0.085704
133	0.085599
317	0.085423
193	0.084738
290	0.084521
336	0.084327
252	0.084262
112	0.084205
24	0.083843
41	0.083653
130	0.083593
114	0.083567
196	0.083175
121	0.08297
379	0.082498
38	0.081766
426	0.081396
123	0.080862
296	0.080183
136	0.079743
40	0.07928
111	0.078626
314	0.078454
254	0.078387
232	0.078379
299	0.078295
267	0.07824
330	0.077819
255	0.076927
298	0.07691
86	0.076523
286	0.075118
36	0.074984
109	0.07462
67	0.074094
116	0.073968
388	0.07388
295	0.073844
206	0.07345
219	0.073362
309	0.073174
194	0.072542
203	0.071537
122	0.070904
333	0.070583
423	0.070421
118	0.070163
120	0.069264
210	0.068558
166	0.068526
15	0.068148
76	0.067973
128	0.06736
251	0.067179
110	0.066271
212	0.066126
43	0.066008
357	0.065911
163	0.065803
321	0.065723
350	0.065595
184	0.065327
39	0.0652
404	0.065048
34	0.065025
53	0.064964
64	0.064873
192	0.064483
156	0.063227
59	0.063032
167	0.06294
44	0.062585
68	0.062548
149	0.062499
444	0.062275
71	0.061988
160	0.061925
72	0.061836
441	0.061821
320	0.06147
69	0.061464
145	0.061457
281	0.061149
445	0.061089
63	0.060505
29	0.060258
90	0.060216
269	0.060209
70	0.060138
154	0.058655
165	0.058498
306	0.058491
150	0.058315
352	0.058043
48	0.057673
95	0.057438
42	0.057406
178	0.057293
183	0.057239
331	0.057118
142	0.056378
273	0.056346
437	0.056009
78	0.0558
349	0.055759
151	0.055286
104	0.05514
224	0.054884
155	0.054781
83	0.054612
438	0.053946
303	0.053936
93	0.053843
129	0.053843
157	0.053222
89	0.053175
117	0.053031
60	0.052858
158	0.052653
272	0.052297
126	0.051427
381	0.051312
185	0.050966
164	0.050726
141	0.049443
233	0.049359
414	0.049285
84	0.048139
127	0.047896
372	0.046214
97	0.045109
162	0.045103
35	0.044889
73	0.043882
135	0.043595
147	0.042963
51	0.042746
205	0.042693
14	0.042675
102	0.042385
188	0.041962
213	0.041389
66	0.041107
361	0.039251
168	0.038993
411	0.038492
20	0.037757
47	0.037173
144	0.036338
175	0.034253
353	0.033409
180	0.033236
22	0.031971
18	0.031433
169	0.03039
425	0.029688
187	0.0282
65	0.028102
363	0.02799
440	0.027768
274	0.027623
442	0.026285
61	0.026201
365	0.025483
10	0.025056
364	0.023264
6	0.022778
375	0.021928
137	0.021818
85	0.021086
302	0.019747
96	0.018695
271	0.018559
176	0.017976
131	0.017891
202	0.017652
54	0.017499
45	0.017493
311	0.017463
143	0.01587
191	0.015712
52	0.013796
409	0.01327
218	0.012451
229	0.012283
3	0.010941
237	0.010774
77	0.010422
82	0.01021
226	0.009695
390	0.0095249
285	0.0095227
276	0.0094834
371	0.0094486
201	0.0089271
402	0.0085162
91	0.0077577
377	0.0074756
171	0.0074756
17	0.0069083
92	0.0060883
289	0.0053881
177	0.0053027
359	0.0052837
108	0.0049383
327	0.0049339
436	0.0044051
8	0.0043299
152	0.0040419
170	0.0038812
389	0.0038405
209	0.0036985
19	0.0033838
304	0.0033759
80	0.0032961
283	0.0032294
243	0.0031831
182	0.0031293
79	0.0030598
435	0.0030488
374	0.0029993
241	0.0029926
140	0.0026394
240	0.0026302
265	0.0026009
343	0.0025363
57	0.0024927
174	0.0024792
356	0.0024698
172	0.0024491
103	0.002319
197	0.002235
439	0.0020776
107	0.0020046
245	0.0019658
288	0.001953
159	0.001805
291	0.001799
418	0.0017972
387	0.0017721
236	0.0017356
189	0.0017332
351	0.001667
275	0.0016589
186	0.0016529
235	0.0016307
55	0.0016231
106	0.0016192
198	0.0015693
323	0.0015597
421	0.001539
262	0.0015328
368	0.001453
227	0.0014482
23	0.0014458
386	0.0014308
430	0.0014185
329	0.0014073
253	0.0014011
310	0.0013657
37	0.0013482
247	0.0013356
199	0.0013341
74	0.0012853
248	0.0012838
214	0.0012527
139	0.0012234
221	0.0012219
239	0.0012067
179	0.0011815
339	0.0011761
153	0.0011752
216	0.0011743
342	0.0011727
148	0.0011606
278	0.001141
230	0.0011396
400	0.0011381
419	0.0011365
231	0.0011317
11	0.0011304
266	0.0011296
427	0.0011194
334	0.0011111
382	0.001111
56	0.0011067
443	0.0011032
250	0.0011031
450	0.0011019
391	0.0011009
420	0.0010952
220	0.0010942
448	0.0010941
408	0.0010888
234	0.0010875
428	0.0010859
49	0.0010837
385	0.0010805
207	0.0010804
261	0.0010723
412	0.0010697
328	0.0010686
146	0.0010628
424	0.0010617
383	0.0010603
225	0.0010569
367	0.0010544
246	0.0010541
397	0.001053
268	0.0010518
354	0.0010502
215	0.0010496
284	0.0010488
270	0.001046
280	0.001046
413	0.0010441
403	0.0010436
62	0.0010433
287	0.001042
32	0.0010412
81	0.0010379
449	0.0010376
173	0.0010374
257	0.0010333
451	0.0010323
360	0.0010301
344	0.0010301
345	0.0010301
358	0.0010297
373	0.0010289
406	0.0010246
