# Correct In-correct
k=3 0.3333333333 0.6666666667
k=5 0.6 0.4
k=7 0.7142857143 0.2857142857
k=10 0.6 0.4
k=12 0.75 0.25
k=15 0.8 0.2
k=17 0.7058823529 0.2941176471
k=20 0.6 0.4


