124	36100
75	36059
64	35815
79	35327
142	35205
90	35022
139	34961
98	34941
135	34819
37	34729
95	34575
92	34554
109	34534
70	34514
146	34371
115	34249
106	34241
84	34107
105	34087
73	34087
152	33985
72	33847
93	33741
66	33700
71	33680
138	33680
116	33639
126	33497
154	33448
67	33318
108	33314
112	33314
111	33253
140	33233
131	33192
31	33184
141	33172
78	33115
81	33070
91	33050
151	32948
122	32867
68	32806
110	32724
83	32704
113	32704
147	32704
156	32684
87	32668
48	32635
94	32602
65	32440
99	32383
104	32302
103	32155
149	32066
102	32033
101	31972
150	31972
145	31830
74	31830
120	31814
128	31809
134	31789
97	31773
63	31590
69	31586
117	31570
188	31545
132	31484
77	31443
121	31362
130	31326
155	31273
119	31159
129	31159
144	31077
127	31077
133	30996
137	30772
86	30752
100	30472
136	30325
82	30289
118	30183
125	29939
80	29776
96	29768
107	29496
28	29483
114	29374
153	28825
183	28422
58	28345
33	28345
143	28129
8	27694
34	27674
89	27621
40	27470
148	27275
43	27165
85	27084
185	27003
51	26958
53	26958
23	26677
212	26592
46	26592
41	26576
88	26523
56	26511
32	26372
50	26104
200	26104
26	26067
30	26067
39	26067
45	26019
22	26006
218	25982
21	25966
208	25860
210	25860
219	25819
199	25779
47	25738
25	25701
38	25701
207	25583
123	25575
36	25539
201	25535
206	25494
202	25413
203	25372
205	25372
221	25372
29	25295
42	25173
211	25169
216	25047
18	24982
61	24892
35	24847
209	24770
24	24766
54	24762
231	24489
27	24461
60	24233
233	24229
55	24193
76	24119
204	24014
62	23916
220	23782
198	23705
52	23217
175	22985
10	22895
44	22306
59	22224
57	22143
167	22102
49	22021
19	21997
230	21993
20	21875
234	21875
217	21866
236	21411
13	21346
11	21305
7	21285
6	21244
3	21171
180	20634
4	20573
2	20480
15	20480
12	20439
14	20390
177	20317
178	20268
17	20236
181	19992
5	19504
184	19496
157	19402
163	19378
182	19097
172	18873
160	18751
213	18711
164	18426
174	18426
171	18304
16	17682
161	17670
9	17560
173	17548
168	17426
187	17275
159	17141
169	17060
170	17052
240	17011
158	16938
214	16938
239	16787
222	16604
232	16564
186	16482
215	16409
176	16405
179	16283
241	15514
165	15429
162	14412
166	13721
242	12838
191	3660
192	3660
197	3660
195	3538
196	3538
223	3538
193	3416
190	3294
194	3294
224	3294
228	3294
225	3172
226	3172
227	3172
229	3172
189	2806
237	244
238	244
235	0
243	0
244	0
245	0
246	0
