37	0.00061257
28	0.0005514
106	0.00045439
175	0.00042311
167	0.00039597
152	0.00036937
48	0.00035012
139	0.00032424
149	0.00029901
31	0.00028252
18	0.00024005
8	0.00020631
33	0.00020326
58	0.00017081
34	0.00011039
80	0.00010245
40	7.799e-05
157	7.3608e-05
10	6.0625e-05
43	5.9318e-05
27	5.7142e-05
163	4.4509e-05
90	4.431e-05
23	4.3247e-05
154	4.0312e-05
92	4.0302e-05
185	3.505e-05
173	3.2166e-05
19	2.7142e-05
20	2.7074e-05
64	2.4176e-05
75	2.3759e-05
13	2.305e-05
174	2.2902e-05
110	2.2554e-05
124	2.0399e-05
172	2.0241e-05
11	1.9446e-05
70	1.907e-05
67	1.8488e-05
135	1.8446e-05
215	1.7175e-05
213	1.7005e-05
73	1.6784e-05
98	1.6511e-05
79	1.637e-05
160	1.5493e-05
72	1.3746e-05
142	1.3743e-05
65	1.3201e-05
95	1.2748e-05
74	1.1876e-05
188	1.1721e-05
63	1.1671e-05
69	1.121e-05
146	1.1194e-05
109	1.1107e-05
115	1.0717e-05
68	1.0629e-05
164	1.0624e-05
81	1.0266e-05
56	1.0069e-05
94	9.9421e-06
91	9.9198e-06
170	9.9182e-06
78	9.8891e-06
53	9.8607e-06
71	9.8233e-06
93	9.74e-06
84	9.5852e-06
32	9.5453e-06
140	9.5086e-06
66	9.416e-06
141	9.2624e-06
138	9.2209e-06
111	8.8467e-06
126	8.6856e-06
105	8.66e-06
151	8.5308e-06
131	8.1203e-06
159	7.9795e-06
51	7.9155e-06
108	7.828e-06
102	7.8019e-06
103	7.7612e-06
104	7.6396e-06
83	7.3169e-06
168	7.2585e-06
112	7.1171e-06
122	7.0072e-06
232	6.9657e-06
46	6.9115e-06
240	6.7701e-06
99	6.6931e-06
181	6.6524e-06
212	6.5944e-06
113	6.4541e-06
41	6.2432e-06
231	6.1909e-06
130	6.1779e-06
45	6.1269e-06
97	6.1198e-06
116	5.983e-06
156	5.8333e-06
87	5.6863e-06
121	5.6204e-06
145	5.5546e-06
169	5.3091e-06
171	5.2617e-06
77	5.2608e-06
147	5.2532e-06
134	5.1549e-06
132	5.0503e-06
120	4.8499e-06
3	4.7436e-06
101	4.7188e-06
161	4.6942e-06
128	4.4572e-06
155	4.3043e-06
136	4.2553e-06
153	4.2337e-06
150	4.2051e-06
202	4.0271e-06
119	3.9954e-06
100	3.9491e-06
6	3.8974e-06
129	3.7725e-06
144	3.7087e-06
117	3.6285e-06
86	3.56e-06
47	3.5128e-06
137	3.4716e-06
82	3.4144e-06
158	3.3589e-06
176	3.2268e-06
50	3.1896e-06
221	3.1667e-06
207	3.1658e-06
54	3.079e-06
114	3.0348e-06
219	3.0177e-06
62	2.9654e-06
199	2.951e-06
133	2.8136e-06
200	2.7924e-06
218	2.7518e-06
180	2.6965e-06
118	2.6762e-06
214	2.6151e-06
210	2.5892e-06
127	2.5311e-06
7	2.441e-06
177	2.3939e-06
203	2.3757e-06
125	2.3661e-06
2	2.3651e-06
15	2.3119e-06
61	2.3063e-06
12	2.2309e-06
17	2.104e-06
4	1.9333e-06
209	1.9131e-06
206	1.8424e-06
55	1.8172e-06
205	1.7657e-06
201	1.757e-06
107	1.6952e-06
52	1.6894e-06
143	1.6852e-06
60	1.6744e-06
208	1.5735e-06
204	1.4499e-06
211	1.4282e-06
96	1.4219e-06
21	1.377e-06
9	1.3109e-06
183	1.2915e-06
165	1.2593e-06
22	1.2269e-06
216	1.1895e-06
234	1.0717e-06
148	9.2115e-07
178	9.1755e-07
187	8.3958e-07
220	7.2641e-07
89	6.9902e-07
85	6.9774e-07
44	6.598e-07
14	6.3647e-07
123	6.214e-07
233	5.3549e-07
59	5.0629e-07
26	4.9128e-07
30	4.9128e-07
39	4.9128e-07
88	4.7369e-07
198	4.417e-07
16	4.3582e-07
191	4.1734e-07
192	4.1734e-07
197	4.1734e-07
184	4.1044e-07
195	4.0441e-07
196	4.0441e-07
57	3.7401e-07
25	3.6795e-07
49	3.3015e-07
193	2.9649e-07
38	2.8993e-07
76	2.5948e-07
36	2.4805e-07
217	2.3705e-07
223	2.3091e-07
29	1.8847e-07
190	1.8227e-07
194	1.8227e-07
24	1.6058e-07
179	1.4959e-07
224	1.4368e-07
228	1.4368e-07
35	1.3453e-07
236	1.0741e-07
225	1.018e-07
227	1.018e-07
182	8.3874e-08
226	8.2055e-08
229	8.2055e-08
5	7.1328e-08
42	5.5053e-08
162	5.1157e-08
189	1.2931e-08
241	1.2735e-08
166	0
186	0
222	0
230	0
235	0
237	0
238	0
239	0
242	0
243	0
244	0
245	0
246	0
